experiment_name,fn,fnr,fp,fpr,has_ocr,image_label,input_mode,mm_label,model,negative_support,positive_support,seed,source,split,support,text_label
phobert-caption-ocr,0,,3,0.5,True,0,caption_ocr,0,phobert-base,6,0,123,facebook,test,6,1
phobert-caption-ocr,0,0.0,0,,False,1,caption_ocr,1,phobert-base,0,3,123,facebook,test,3,1
phobert-caption-ocr,0,,1,0.25,False,0,caption_ocr,0,phobert-base,4,0,123,threads,test,4,1
phobert-caption-ocr,0,,0,0.0,False,0,caption_ocr,0,phobert-base,1,0,123,facebook,test,1,1
phobert-caption-ocr,0,,36,0.5294117647058824,True,0,caption_ocr,0,phobert-base,68,0,2026,facebook,test,68,0
phobert-caption-ocr,11,0.6111111111111112,0,,False,0,caption_ocr,1,phobert-base,0,18,2026,threads,test,18,1
phobert-caption-ocr,6,0.11538461538461539,0,,True,1,caption_ocr,1,phobert-base,0,52,2026,facebook,test,52,0
phobert-caption-ocr,0,,27,0.1569767441860465,True,0,caption_ocr,0,phobert-base,172,0,2026,threads,test,172,0
phobert-caption-ocr,0,,7,0.05737704918032787,False,0,caption_ocr,0,phobert-base,122,0,2026,threads,test,122,0
phobert-caption-ocr,0,,11,0.6875,False,0,caption_ocr,0,phobert-base,16,0,2026,facebook,test,16,0
phobert-caption-ocr,2,0.6666666666666666,0,,True,1,caption_ocr,1,phobert-base,0,3,2026,facebook,test,3,1
phobert-caption-ocr,15,0.29411764705882354,0,,True,0,caption_ocr,1,phobert-base,0,51,2026,facebook,test,51,0
phobert-caption-ocr,5,0.10204081632653061,0,,False,0,caption_ocr,1,phobert-base,0,49,2026,facebook,test,49,0
phobert-caption-ocr,24,0.6,0,,True,0,caption_ocr,1,phobert-base,0,40,2026,threads,test,40,0
phobert-caption-ocr,18,0.5454545454545454,0,,True,0,caption_ocr,1,phobert-base,0,33,2026,threads,test,33,1
phobert-caption-ocr,0,,1,0.3333333333333333,True,1,caption_ocr,0,phobert-base,3,0,2026,threads,test,3,0
phobert-caption-ocr,16,0.8,0,,False,0,caption_ocr,1,phobert-base,0,20,2026,threads,test,20,0
phobert-caption-ocr,1,0.058823529411764705,0,,False,0,caption_ocr,1,phobert-base,0,17,2026,facebook,test,17,1
phobert-caption-ocr,2,0.18181818181818182,0,,True,1,caption_ocr,1,phobert-base,0,11,2026,threads,test,11,0
phobert-caption-ocr,9,0.5,0,,True,0,caption_ocr,1,phobert-base,0,18,2026,facebook,test,18,1
phobert-caption-ocr,0,,5,0.3333333333333333,True,0,caption_ocr,0,phobert-base,15,0,2026,threads,test,15,1
phobert-caption-ocr,0,,2,0.2857142857142857,True,1,caption_ocr,0,phobert-base,7,0,2026,facebook,test,7,0
phobert-caption-ocr,4,0.5714285714285714,0,,True,1,caption_ocr,1,phobert-base,0,7,2026,threads,test,7,1
phobert-caption-ocr,0,,3,0.5,True,0,caption_ocr,0,phobert-base,6,0,2026,facebook,test,6,1
phobert-caption-ocr,1,0.3333333333333333,0,,False,1,caption_ocr,1,phobert-base,0,3,2026,facebook,test,3,1
phobert-caption-ocr,0,,1,0.25,False,0,caption_ocr,0,phobert-base,4,0,2026,threads,test,4,1
phobert-caption-ocr,0,,0,0.0,False,0,caption_ocr,0,phobert-base,1,0,2026,facebook,test,1,1
phobert-caption-ocr,0,,52,0.7647058823529411,True,0,caption_ocr,0,phobert-base,68,0,42,facebook,test,68,0
phobert-caption-ocr,11,0.6111111111111112,0,,False,0,caption_ocr,1,phobert-base,0,18,42,threads,test,18,1
phobert-caption-ocr,2,0.038461538461538464,0,,True,1,caption_ocr,1,phobert-base,0,52,42,facebook,test,52,0
phobert-caption-ocr,0,,54,0.313953488372093,True,0,caption_ocr,0,phobert-base,172,0,42,threads,test,172,0
phobert-caption-ocr,0,,11,0.09016393442622951,False,0,caption_ocr,0,phobert-base,122,0,42,threads,test,122,0
phobert-caption-ocr,0,,14,0.875,False,0,caption_ocr,0,phobert-base,16,0,42,facebook,test,16,0
phobert-caption-ocr,2,0.6666666666666666,0,,True,1,caption_ocr,1,phobert-base,0,3,42,facebook,test,3,1
phobert-caption-ocr,7,0.13725490196078433,0,,True,0,caption_ocr,1,phobert-base,0,51,42,facebook,test,51,0
phobert-caption-ocr,3,0.061224489795918366,0,,False,0,caption_ocr,1,phobert-base,0,49,42,facebook,test,49,0
phobert-caption-ocr,16,0.4,0,,True,0,caption_ocr,1,phobert-base,0,40,42,threads,test,40,0
phobert-caption-ocr,11,0.3333333333333333,0,,True,0,caption_ocr,1,phobert-base,0,33,42,threads,test,33,1
phobert-caption-ocr,0,,2,0.6666666666666666,True,1,caption_ocr,0,phobert-base,3,0,42,threads,test,3,0
phobert-caption-ocr,18,0.9,0,,False,0,caption_ocr,1,phobert-base,0,20,42,threads,test,20,0
phobert-caption-ocr,1,0.058823529411764705,0,,False,0,caption_ocr,1,phobert-base,0,17,42,facebook,test,17,1
phobert-caption-ocr,1,0.09090909090909091,0,,True,1,caption_ocr,1,phobert-base,0,11,42,threads,test,11,0
phobert-caption-ocr,4,0.2222222222222222,0,,True,0,caption_ocr,1,phobert-base,0,18,42,facebook,test,18,1
phobert-caption-ocr,0,,6,0.4,True,0,caption_ocr,0,phobert-base,15,0,42,threads,test,15,1
phobert-caption-ocr,0,,6,0.8571428571428571,True,1,caption_ocr,0,phobert-base,7,0,42,facebook,test,7,0
phobert-caption-ocr,4,0.5714285714285714,0,,True,1,caption_ocr,1,phobert-base,0,7,42,threads,test,7,1
phobert-caption-ocr,0,,4,0.6666666666666666,True,0,caption_ocr,0,phobert-base,6,0,42,facebook,test,6,1
phobert-caption-ocr,0,0.0,0,,False,1,caption_ocr,1,phobert-base,0,3,42,facebook,test,3,1
phobert-caption-ocr,0,,1,0.25,False,0,caption_ocr,0,phobert-base,4,0,42,threads,test,4,1
phobert-caption-ocr,0,,0,0.0,False,0,caption_ocr,0,phobert-base,1,0,42,facebook,test,1,1
phobert-ocr,0,,39,0.5735294117647058,True,0,ocr,0,phobert-base,68,0,123,facebook,test,68,0
phobert-ocr,18,1.0,0,,False,0,ocr,1,phobert-base,0,18,123,threads,test,18,1
phobert-ocr,6,0.11538461538461539,0,,True,1,ocr,1,phobert-base,0,52,123,facebook,test,52,0
phobert-ocr,0,,44,0.2558139534883721,True,0,ocr,0,phobert-base,172,0,123,threads,test,172,0
phobert-ocr,0,,0,0.0,False,0,ocr,0,phobert-base,122,0,123,threads,test,122,0
phobert-ocr,0,,0,0.0,False,0,ocr,0,phobert-base,16,0,123,facebook,test,16,0
phobert-ocr,2,0.6666666666666666,0,,True,1,ocr,1,phobert-base,0,3,123,facebook,test,3,1
phobert-ocr,24,0.47058823529411764,0,,True,0,ocr,1,phobert-base,0,51,123,facebook,test,51,0
phobert-ocr,49,1.0,0,,False,0,ocr,1,phobert-base,0,49,123,facebook,test,49,0
phobert-ocr,27,0.675,0,,True,0,ocr,1,phobert-base,0,40,123,threads,test,40,0
phobert-ocr,18,0.5454545454545454,0,,True,0,ocr,1,phobert-base,0,33,123,threads,test,33,1
phobert-ocr,0,,3,1.0,True,1,ocr,0,phobert-base,3,0,123,threads,test,3,0
phobert-ocr,20,1.0,0,,False,0,ocr,1,phobert-base,0,20,123,threads,test,20,0
phobert-ocr,17,1.0,0,,False,0,ocr,1,phobert-base,0,17,123,facebook,test,17,1
phobert-ocr,5,0.45454545454545453,0,,True,1,ocr,1,phobert-base,0,11,123,threads,test,11,0
phobert-ocr,9,0.5,0,,True,0,ocr,1,phobert-base,0,18,123,facebook,test,18,1
phobert-ocr,0,,4,0.26666666666666666,True,0,ocr,0,phobert-base,15,0,123,threads,test,15,1
phobert-ocr,0,,7,1.0,True,1,ocr,0,phobert-base,7,0,123,facebook,test,7,0
phobert-ocr,3,0.42857142857142855,0,,True,1,ocr,1,phobert-base,0,7,123,threads,test,7,1
phobert-ocr,0,,3,0.5,True,0,ocr,0,phobert-base,6,0,123,facebook,test,6,1
phobert-ocr,3,1.0,0,,False,1,ocr,1,phobert-base,0,3,123,facebook,test,3,1
phobert-ocr,0,,0,0.0,False,0,ocr,0,phobert-base,4,0,123,threads,test,4,1
phobert-ocr,0,,0,0.0,False,0,ocr,0,phobert-base,1,0,123,facebook,test,1,1
phobert-ocr,0,,45,0.6617647058823529,True,0,ocr,0,phobert-base,68,0,2026,facebook,test,68,0
phobert-ocr,18,1.0,0,,False,0,ocr,1,phobert-base,0,18,2026,threads,test,18,1
phobert-ocr,4,0.07692307692307693,0,,True,1,ocr,1,phobert-base,0,52,2026,facebook,test,52,0
phobert-ocr,0,,45,0.2616279069767442,True,0,ocr,0,phobert-base,172,0,2026,threads,test,172,0
phobert-ocr,0,,0,0.0,False,0,ocr,0,phobert-base,122,0,2026,threads,test,122,0
phobert-ocr,0,,0,0.0,False,0,ocr,0,phobert-base,16,0,2026,facebook,test,16,0
phobert-ocr,2,0.6666666666666666,0,,True,1,ocr,1,phobert-base,0,3,2026,facebook,test,3,1
phobert-ocr,22,0.43137254901960786,0,,True,0,ocr,1,phobert-base,0,51,2026,facebook,test,51,0
phobert-ocr,49,1.0,0,,False,0,ocr,1,phobert-base,0,49,2026,facebook,test,49,0
phobert-ocr,23,0.575,0,,True,0,ocr,1,phobert-base,0,40,2026,threads,test,40,0
phobert-ocr,17,0.5151515151515151,0,,True,0,ocr,1,phobert-base,0,33,2026,threads,test,33,1
phobert-ocr,0,,3,1.0,True,1,ocr,0,phobert-base,3,0,2026,threads,test,3,0
phobert-ocr,20,1.0,0,,False,0,ocr,1,phobert-base,0,20,2026,threads,test,20,0
phobert-ocr,17,1.0,0,,False,0,ocr,1,phobert-base,0,17,2026,facebook,test,17,1
phobert-ocr,3,0.2727272727272727,0,,True,1,ocr,1,phobert-base,0,11,2026,threads,test,11,0
phobert-ocr,8,0.4444444444444444,0,,True,0,ocr,1,phobert-base,0,18,2026,facebook,test,18,1
phobert-ocr,0,,7,0.4666666666666667,True,0,ocr,0,phobert-base,15,0,2026,threads,test,15,1
phobert-ocr,0,,7,1.0,True,1,ocr,0,phobert-base,7,0,2026,facebook,test,7,0
phobert-ocr,3,0.42857142857142855,0,,True,1,ocr,1,phobert-base,0,7,2026,threads,test,7,1
phobert-ocr,0,,3,0.5,True,0,ocr,0,phobert-base,6,0,2026,facebook,test,6,1
phobert-ocr,3,1.0,0,,False,1,ocr,1,phobert-base,0,3,2026,facebook,test,3,1
phobert-ocr,0,,0,0.0,False,0,ocr,0,phobert-base,4,0,2026,threads,test,4,1
phobert-ocr,0,,0,0.0,False,0,ocr,0,phobert-base,1,0,2026,facebook,test,1,1
phobert-ocr,0,,44,0.6470588235294118,True,0,ocr,0,phobert-base,68,0,42,facebook,test,68,0
phobert-ocr,18,1.0,0,,False,0,ocr,1,phobert-base,0,18,42,threads,test,18,1
phobert-ocr,7,0.1346153846153846,0,,True,1,ocr,1,phobert-base,0,52,42,facebook,test,52,0
phobert-ocr,0,,60,0.3488372093023256,True,0,ocr,0,phobert-base,172,0,42,threads,test,172,0
phobert-ocr,0,,0,0.0,False,0,ocr,0,phobert-base,122,0,42,threads,test,122,0
phobert-ocr,0,,0,0.0,False,0,ocr,0,phobert-base,16,0,42,facebook,test,16,0
phobert-ocr,2,0.6666666666666666,0,,True,1,ocr,1,phobert-base,0,3,42,facebook,test,3,1
phobert-ocr,20,0.39215686274509803,0,,True,0,ocr,1,phobert-base,0,51,42,facebook,test,51,0
phobert-ocr,49,1.0,0,,False,0,ocr,1,phobert-base,0,49,42,facebook,test,49,0
phobert-ocr,22,0.55,0,,True,0,ocr,1,phobert-base,0,40,42,threads,test,40,0
phobert-ocr,13,0.3939393939393939,0,,True,0,ocr,1,phobert-base,0,33,42,threads,test,33,1
phobert-ocr,0,,3,1.0,True,1,ocr,0,phobert-base,3,0,42,threads,test,3,0
phobert-ocr,20,1.0,0,,False,0,ocr,1,phobert-base,0,20,42,threads,test,20,0
phobert-ocr,17,1.0,0,,False,0,ocr,1,phobert-base,0,17,42,facebook,test,17,1
phobert-ocr,3,0.2727272727272727,0,,True,1,ocr,1,phobert-base,0,11,42,threads,test,11,0
phobert-ocr,6,0.3333333333333333,0,,True,0,ocr,1,phobert-base,0,18,42,facebook,test,18,1
phobert-ocr,0,,7,0.4666666666666667,True,0,ocr,0,phobert-base,15,0,42,threads,test,15,1
phobert-ocr,0,,7,1.0,True,1,ocr,0,phobert-base,7,0,42,facebook,test,7,0
phobert-ocr,2,0.2857142857142857,0,,True,1,ocr,1,phobert-base,0,7,42,threads,test,7,1
phobert-ocr,0,,4,0.6666666666666666,True,0,ocr,0,phobert-base,6,0,42,facebook,test,6,1
phobert-ocr,3,1.0,0,,False,1,ocr,1,phobert-base,0,3,42,facebook,test,3,1
phobert-ocr,0,,0,0.0,False,0,ocr,0,phobert-base,4,0,42,threads,test,4,1
phobert-ocr,0,,0,0.0,False,0,ocr,0,phobert-base,1,0,42,facebook,test,1,1
platform/dt4mid-facebook-source,0,,58,0.8529411764705882,True,0,caption,0,dt4mid-phobert,68,0,123,facebook,source_test,68,0
platform/dt4mid-facebook-source,3,0.057692307692307696,0,,True,1,caption,1,dt4mid-phobert,0,52,123,facebook,source_test,52,0
platform/dt4mid-facebook-source,0,,16,1.0,False,0,caption,0,dt4mid-phobert,16,0,123,facebook,source_test,16,0
platform/dt4mid-facebook-source,0,0.0,0,,True,1,caption,1,dt4mid-phobert,0,3,123,facebook,source_test,3,1
platform/dt4mid-facebook-source,2,0.0392156862745098,0,,True,0,caption,1,dt4mid-phobert,0,51,123,facebook,source_test,51,0
platform/dt4mid-facebook-source,0,0.0,0,,False,0,caption,1,dt4mid-phobert,0,49,123,facebook,source_test,49,0
platform/dt4mid-facebook-source,0,0.0,0,,False,0,caption,1,dt4mid-phobert,0,17,123,facebook,source_test,17,1
platform/dt4mid-facebook-source,1,0.05555555555555555,0,,True,0,caption,1,dt4mid-phobert,0,18,123,facebook,source_test,18,1
platform/dt4mid-facebook-source,0,,7,1.0,True,1,caption,0,dt4mid-phobert,7,0,123,facebook,source_test,7,0
platform/dt4mid-facebook-source,0,,5,0.8333333333333334,True,0,caption,0,dt4mid-phobert,6,0,123,facebook,source_test,6,1
platform/dt4mid-facebook-source,0,0.0,0,,False,1,caption,1,dt4mid-phobert,0,3,123,facebook,source_test,3,1
platform/dt4mid-facebook-source,0,,1,1.0,False,0,caption,0,dt4mid-phobert,1,0,123,facebook,source_test,1,1
platform/dt4mid-facebook-source,1,0.05555555555555555,0,,False,0,caption,1,dt4mid-phobert,0,18,123,threads,target_test,18,1
platform/dt4mid-facebook-source,0,,157,0.9127906976744186,True,0,caption,0,dt4mid-phobert,172,0,123,threads,target_test,172,0
platform/dt4mid-facebook-source,0,,122,1.0,False,0,caption,0,dt4mid-phobert,122,0,123,threads,target_test,122,0
platform/dt4mid-facebook-source,1,0.025,0,,True,0,caption,1,dt4mid-phobert,0,40,123,threads,target_test,40,0
platform/dt4mid-facebook-source,8,0.24242424242424243,0,,True,0,caption,1,dt4mid-phobert,0,33,123,threads,target_test,33,1
platform/dt4mid-facebook-source,0,,3,1.0,True,1,caption,0,dt4mid-phobert,3,0,123,threads,target_test,3,0
platform/dt4mid-facebook-source,0,0.0,0,,False,0,caption,1,dt4mid-phobert,0,20,123,threads,target_test,20,0
platform/dt4mid-facebook-source,1,0.09090909090909091,0,,True,1,caption,1,dt4mid-phobert,0,11,123,threads,target_test,11,0
platform/dt4mid-facebook-source,0,,13,0.8666666666666667,True,0,caption,0,dt4mid-phobert,15,0,123,threads,target_test,15,1
platform/dt4mid-facebook-source,1,0.14285714285714285,0,,True,1,caption,1,dt4mid-phobert,0,7,123,threads,target_test,7,1
platform/dt4mid-facebook-source,0,,4,1.0,False,0,caption,0,dt4mid-phobert,4,0,123,threads,target_test,4,1
platform/dt4mid-facebook-source,0,,61,0.8970588235294118,True,0,caption,0,dt4mid-phobert,68,0,2026,facebook,source_test,68,0
platform/dt4mid-facebook-source,3,0.057692307692307696,0,,True,1,caption,1,dt4mid-phobert,0,52,2026,facebook,source_test,52,0
platform/dt4mid-facebook-source,0,,16,1.0,False,0,caption,0,dt4mid-phobert,16,0,2026,facebook,source_test,16,0
platform/dt4mid-facebook-source,0,0.0,0,,True,1,caption,1,dt4mid-phobert,0,3,2026,facebook,source_test,3,1
platform/dt4mid-facebook-source,3,0.058823529411764705,0,,True,0,caption,1,dt4mid-phobert,0,51,2026,facebook,source_test,51,0
platform/dt4mid-facebook-source,0,0.0,0,,False,0,caption,1,dt4mid-phobert,0,49,2026,facebook,source_test,49,0
platform/dt4mid-facebook-source,0,0.0,0,,False,0,caption,1,dt4mid-phobert,0,17,2026,facebook,source_test,17,1
platform/dt4mid-facebook-source,1,0.05555555555555555,0,,True,0,caption,1,dt4mid-phobert,0,18,2026,facebook,source_test,18,1
platform/dt4mid-facebook-source,0,,7,1.0,True,1,caption,0,dt4mid-phobert,7,0,2026,facebook,source_test,7,0
platform/dt4mid-facebook-source,0,,5,0.8333333333333334,True,0,caption,0,dt4mid-phobert,6,0,2026,facebook,source_test,6,1
platform/dt4mid-facebook-source,0,0.0,0,,False,1,caption,1,dt4mid-phobert,0,3,2026,facebook,source_test,3,1
platform/dt4mid-facebook-source,0,,1,1.0,False,0,caption,0,dt4mid-phobert,1,0,2026,facebook,source_test,1,1
platform/dt4mid-facebook-source,1,0.05555555555555555,0,,False,0,caption,1,dt4mid-phobert,0,18,2026,threads,target_test,18,1
platform/dt4mid-facebook-source,0,,161,0.936046511627907,True,0,caption,0,dt4mid-phobert,172,0,2026,threads,target_test,172,0
platform/dt4mid-facebook-source,0,,121,0.9918032786885246,False,0,caption,0,dt4mid-phobert,122,0,2026,threads,target_test,122,0
platform/dt4mid-facebook-source,0,0.0,0,,True,0,caption,1,dt4mid-phobert,0,40,2026,threads,target_test,40,0
platform/dt4mid-facebook-source,2,0.06060606060606061,0,,True,0,caption,1,dt4mid-phobert,0,33,2026,threads,target_test,33,1
platform/dt4mid-facebook-source,0,,2,0.6666666666666666,True,1,caption,0,dt4mid-phobert,3,0,2026,threads,target_test,3,0
platform/dt4mid-facebook-source,0,0.0,0,,False,0,caption,1,dt4mid-phobert,0,20,2026,threads,target_test,20,0
platform/dt4mid-facebook-source,0,0.0,0,,True,1,caption,1,dt4mid-phobert,0,11,2026,threads,target_test,11,0
platform/dt4mid-facebook-source,0,,14,0.9333333333333333,True,0,caption,0,dt4mid-phobert,15,0,2026,threads,target_test,15,1
platform/dt4mid-facebook-source,0,0.0,0,,True,1,caption,1,dt4mid-phobert,0,7,2026,threads,target_test,7,1
platform/dt4mid-facebook-source,0,,4,1.0,False,0,caption,0,dt4mid-phobert,4,0,2026,threads,target_test,4,1
platform/dt4mid-facebook-source,0,,41,0.6029411764705882,True,0,caption,0,dt4mid-phobert,68,0,42,facebook,source_test,68,0
platform/dt4mid-facebook-source,4,0.07692307692307693,0,,True,1,caption,1,dt4mid-phobert,0,52,42,facebook,source_test,52,0
platform/dt4mid-facebook-source,0,,14,0.875,False,0,caption,0,dt4mid-phobert,16,0,42,facebook,source_test,16,0
platform/dt4mid-facebook-source,0,0.0,0,,True,1,caption,1,dt4mid-phobert,0,3,42,facebook,source_test,3,1
platform/dt4mid-facebook-source,10,0.19607843137254902,0,,True,0,caption,1,dt4mid-phobert,0,51,42,facebook,source_test,51,0
platform/dt4mid-facebook-source,4,0.08163265306122448,0,,False,0,caption,1,dt4mid-phobert,0,49,42,facebook,source_test,49,0
platform/dt4mid-facebook-source,1,0.058823529411764705,0,,False,0,caption,1,dt4mid-phobert,0,17,42,facebook,source_test,17,1
platform/dt4mid-facebook-source,2,0.1111111111111111,0,,True,0,caption,1,dt4mid-phobert,0,18,42,facebook,source_test,18,1
platform/dt4mid-facebook-source,0,,4,0.5714285714285714,True,1,caption,0,dt4mid-phobert,7,0,42,facebook,source_test,7,0
platform/dt4mid-facebook-source,0,,3,0.5,True,0,caption,0,dt4mid-phobert,6,0,42,facebook,source_test,6,1
platform/dt4mid-facebook-source,0,0.0,0,,False,1,caption,1,dt4mid-phobert,0,3,42,facebook,source_test,3,1
platform/dt4mid-facebook-source,0,,1,1.0,False,0,caption,0,dt4mid-phobert,1,0,42,facebook,source_test,1,1
platform/dt4mid-facebook-source,4,0.2222222222222222,0,,False,0,caption,1,dt4mid-phobert,0,18,42,threads,target_test,18,1
platform/dt4mid-facebook-source,0,,116,0.6744186046511628,True,0,caption,0,dt4mid-phobert,172,0,42,threads,target_test,172,0
platform/dt4mid-facebook-source,0,,100,0.819672131147541,False,0,caption,0,dt4mid-phobert,122,0,42,threads,target_test,122,0
platform/dt4mid-facebook-source,9,0.225,0,,True,0,caption,1,dt4mid-phobert,0,40,42,threads,target_test,40,0
platform/dt4mid-facebook-source,11,0.3333333333333333,0,,True,0,caption,1,dt4mid-phobert,0,33,42,threads,target_test,33,1
platform/dt4mid-facebook-source,0,,2,0.6666666666666666,True,1,caption,0,dt4mid-phobert,3,0,42,threads,target_test,3,0
platform/dt4mid-facebook-source,3,0.15,0,,False,0,caption,1,dt4mid-phobert,0,20,42,threads,target_test,20,0
platform/dt4mid-facebook-source,3,0.2727272727272727,0,,True,1,caption,1,dt4mid-phobert,0,11,42,threads,target_test,11,0
platform/dt4mid-facebook-source,0,,8,0.5333333333333333,True,0,caption,0,dt4mid-phobert,15,0,42,threads,target_test,15,1
platform/dt4mid-facebook-source,1,0.14285714285714285,0,,True,1,caption,1,dt4mid-phobert,0,7,42,threads,target_test,7,1
platform/dt4mid-facebook-source,0,,3,0.75,False,0,caption,0,dt4mid-phobert,4,0,42,threads,target_test,4,1
platform/dt4mid-threads-source,15,0.8333333333333334,0,,False,0,caption,1,dt4mid-phobert,0,18,123,threads,source_test,18,1
platform/dt4mid-threads-source,0,,109,0.6337209302325582,True,0,caption,0,dt4mid-phobert,172,0,123,threads,source_test,172,0
platform/dt4mid-threads-source,0,,6,0.04918032786885246,False,0,caption,0,dt4mid-phobert,122,0,123,threads,source_test,122,0
platform/dt4mid-threads-source,12,0.3,0,,True,0,caption,1,dt4mid-phobert,0,40,123,threads,source_test,40,0
platform/dt4mid-threads-source,5,0.15151515151515152,0,,True,0,caption,1,dt4mid-phobert,0,33,123,threads,source_test,33,1
platform/dt4mid-threads-source,0,,3,1.0,True,1,caption,0,dt4mid-phobert,3,0,123,threads,source_test,3,0
platform/dt4mid-threads-source,19,0.95,0,,False,0,caption,1,dt4mid-phobert,0,20,123,threads,source_test,20,0
platform/dt4mid-threads-source,3,0.2727272727272727,0,,True,1,caption,1,dt4mid-phobert,0,11,123,threads,source_test,11,0
platform/dt4mid-threads-source,0,,13,0.8666666666666667,True,0,caption,0,dt4mid-phobert,15,0,123,threads,source_test,15,1
platform/dt4mid-threads-source,0,0.0,0,,True,1,caption,1,dt4mid-phobert,0,7,123,threads,source_test,7,1
platform/dt4mid-threads-source,0,,1,0.25,False,0,caption,0,dt4mid-phobert,4,0,123,threads,source_test,4,1
platform/dt4mid-threads-source,0,,54,0.7941176470588235,True,0,caption,0,dt4mid-phobert,68,0,123,facebook,target_test,68,0
platform/dt4mid-threads-source,6,0.11538461538461539,0,,True,1,caption,1,dt4mid-phobert,0,52,123,facebook,target_test,52,0
platform/dt4mid-threads-source,0,,3,0.1875,False,0,caption,0,dt4mid-phobert,16,0,123,facebook,target_test,16,0
platform/dt4mid-threads-source,0,0.0,0,,True,1,caption,1,dt4mid-phobert,0,3,123,facebook,target_test,3,1
platform/dt4mid-threads-source,13,0.2549019607843137,0,,True,0,caption,1,dt4mid-phobert,0,51,123,facebook,target_test,51,0
platform/dt4mid-threads-source,41,0.8367346938775511,0,,False,0,caption,1,dt4mid-phobert,0,49,123,facebook,target_test,49,0
platform/dt4mid-threads-source,16,0.9411764705882353,0,,False,0,caption,1,dt4mid-phobert,0,17,123,facebook,target_test,17,1
platform/dt4mid-threads-source,7,0.3888888888888889,0,,True,0,caption,1,dt4mid-phobert,0,18,123,facebook,target_test,18,1
platform/dt4mid-threads-source,0,,5,0.7142857142857143,True,1,caption,0,dt4mid-phobert,7,0,123,facebook,target_test,7,0
platform/dt4mid-threads-source,0,,5,0.8333333333333334,True,0,caption,0,dt4mid-phobert,6,0,123,facebook,target_test,6,1
platform/dt4mid-threads-source,1,0.3333333333333333,0,,False,1,caption,1,dt4mid-phobert,0,3,123,facebook,target_test,3,1
platform/dt4mid-threads-source,0,,0,0.0,False,0,caption,0,dt4mid-phobert,1,0,123,facebook,target_test,1,1
platform/dt4mid-threads-source,16,0.8888888888888888,0,,False,0,caption,1,dt4mid-phobert,0,18,2026,threads,source_test,18,1
platform/dt4mid-threads-source,0,,46,0.26744186046511625,True,0,caption,0,dt4mid-phobert,172,0,2026,threads,source_test,172,0
platform/dt4mid-threads-source,0,,4,0.03278688524590164,False,0,caption,0,dt4mid-phobert,122,0,2026,threads,source_test,122,0
platform/dt4mid-threads-source,19,0.475,0,,True,0,caption,1,dt4mid-phobert,0,40,2026,threads,source_test,40,0
platform/dt4mid-threads-source,11,0.3333333333333333,0,,True,0,caption,1,dt4mid-phobert,0,33,2026,threads,source_test,33,1
platform/dt4mid-threads-source,0,,1,0.3333333333333333,True,1,caption,0,dt4mid-phobert,3,0,2026,threads,source_test,3,0
platform/dt4mid-threads-source,16,0.8,0,,False,0,caption,1,dt4mid-phobert,0,20,2026,threads,source_test,20,0
platform/dt4mid-threads-source,2,0.18181818181818182,0,,True,1,caption,1,dt4mid-phobert,0,11,2026,threads,source_test,11,0
platform/dt4mid-threads-source,0,,9,0.6,True,0,caption,0,dt4mid-phobert,15,0,2026,threads,source_test,15,1
platform/dt4mid-threads-source,2,0.2857142857142857,0,,True,1,caption,1,dt4mid-phobert,0,7,2026,threads,source_test,7,1
platform/dt4mid-threads-source,0,,1,0.25,False,0,caption,0,dt4mid-phobert,4,0,2026,threads,source_test,4,1
platform/dt4mid-threads-source,0,,37,0.5441176470588235,True,0,caption,0,dt4mid-phobert,68,0,2026,facebook,target_test,68,0
platform/dt4mid-threads-source,25,0.4807692307692308,0,,True,1,caption,1,dt4mid-phobert,0,52,2026,facebook,target_test,52,0
platform/dt4mid-threads-source,0,,5,0.3125,False,0,caption,0,dt4mid-phobert,16,0,2026,facebook,target_test,16,0
platform/dt4mid-threads-source,2,0.6666666666666666,0,,True,1,caption,1,dt4mid-phobert,0,3,2026,facebook,target_test,3,1
platform/dt4mid-threads-source,25,0.49019607843137253,0,,True,0,caption,1,dt4mid-phobert,0,51,2026,facebook,target_test,51,0
platform/dt4mid-threads-source,34,0.6938775510204082,0,,False,0,caption,1,dt4mid-phobert,0,49,2026,facebook,target_test,49,0
platform/dt4mid-threads-source,11,0.6470588235294118,0,,False,0,caption,1,dt4mid-phobert,0,17,2026,facebook,target_test,17,1
platform/dt4mid-threads-source,6,0.3333333333333333,0,,True,0,caption,1,dt4mid-phobert,0,18,2026,facebook,target_test,18,1
platform/dt4mid-threads-source,0,,2,0.2857142857142857,True,1,caption,0,dt4mid-phobert,7,0,2026,facebook,target_test,7,0
platform/dt4mid-threads-source,0,,2,0.3333333333333333,True,0,caption,0,dt4mid-phobert,6,0,2026,facebook,target_test,6,1
platform/dt4mid-threads-source,1,0.3333333333333333,0,,False,1,caption,1,dt4mid-phobert,0,3,2026,facebook,target_test,3,1
platform/dt4mid-threads-source,0,,0,0.0,False,0,caption,0,dt4mid-phobert,1,0,2026,facebook,target_test,1,1
platform/dt4mid-threads-source,17,0.9444444444444444,0,,False,0,caption,1,dt4mid-phobert,0,18,42,threads,source_test,18,1
platform/dt4mid-threads-source,0,,53,0.3081395348837209,True,0,caption,0,dt4mid-phobert,172,0,42,threads,source_test,172,0
platform/dt4mid-threads-source,0,,8,0.06557377049180328,False,0,caption,0,dt4mid-phobert,122,0,42,threads,source_test,122,0
